"id","name","types","height","weight","abilities","egg_groups","stats","genus","description"
341,"Corphish","[""water""]",6.00,115.00,"[""adaptability"", ""shell-armor"", ""hyper-cutter""]","[""water3"", ""water1""]","{""hp"": 43, ""speed"": 35, ""attack"": 80, ""defense"": 65, ""special-attack"": 50, ""special-defense"": 35}","Ruffian PokÃ©mon","Corphish catches prey with its sharp claws. It has no
likes or dislikes when it comes to foodâ€”it will eat anything.
This PokÃ©mon has no trouble living in filthy water."
342,"Crawdaunt","[""dark"", ""water""]",11.00,328.00,"[""adaptability"", ""shell-armor"", ""hyper-cutter""]","[""water3"", ""water1""]","{""hp"": 63, ""speed"": 55, ""attack"": 120, ""defense"": 85, ""special-attack"": 90, ""special-defense"": 55}","Rogue PokÃ©mon","Crawdaunt molts (sheds) its shell regularly. Immediately after
molting, its shell is soft and tender. Until the shell hardens,
this PokÃ©mon hides in its streambed burrow to avoid attack
from its foes."
343,"Baltoy","[""psychic"", ""ground""]",5.00,215.00,"[""levitate""]","[""mineral""]","{""hp"": 40, ""speed"": 55, ""attack"": 40, ""defense"": 55, ""special-attack"": 40, ""special-defense"": 70}","Clay Doll PokÃ©mon","As soon as it spots others of its kind, Baltoy congregates with
them and then begins crying noisily in unison. This PokÃ©mon
sleeps while cleverly balancing itself on its one foot."
344,"Claydol","[""psychic"", ""ground""]",15.00,1080.00,"[""levitate""]","[""mineral""]","{""hp"": 60, ""speed"": 75, ""attack"": 70, ""defense"": 105, ""special-attack"": 70, ""special-defense"": 120}","Clay Doll PokÃ©mon","Claydol is an enigma that appeared from a clay statue made by
an ancient civilization dating back 20,000 years. This PokÃ©mon
shoots beams from both its hands."
345,"Lileep","[""grass"", ""rock""]",10.00,238.00,"[""storm-drain"", ""suction-cups""]","[""water3""]","{""hp"": 66, ""speed"": 23, ""attack"": 41, ""defense"": 77, ""special-attack"": 61, ""special-defense"": 87}","Sea Lily PokÃ©mon","Lileep is an ancient PokÃ©mon that was regenerated from a
fossil. It remains permanently anchored to a rock. From its
immobile perch, this PokÃ©mon intently scans for prey with its
two eyes."
346,"Cradily","[""grass"", ""rock""]",15.00,604.00,"[""storm-drain"", ""suction-cups""]","[""water3""]","{""hp"": 86, ""speed"": 43, ""attack"": 81, ""defense"": 97, ""special-attack"": 81, ""special-defense"": 107}","Barnacle PokÃ©mon","Cradilyâ€™s body serves as an anchor, preventing it from being
washed away in rough seas. This PokÃ©mon secretes a strong
digestive fluid from its tentacles."
347,"Anorith","[""bug"", ""rock""]",7.00,125.00,"[""swift-swim"", ""battle-armor""]","[""water3""]","{""hp"": 45, ""speed"": 75, ""attack"": 95, ""defense"": 50, ""special-attack"": 40, ""special-defense"": 50}","Old Shrimp PokÃ©mon","Anorith is said to be a type of PokÃ©mon predecessor, with
eight wings at the sides of its body. This PokÃ©mon swam in the
primordial sea by undulating these eight wings."
348,"Armaldo","[""bug"", ""rock""]",15.00,682.00,"[""swift-swim"", ""battle-armor""]","[""water3""]","{""hp"": 75, ""speed"": 45, ""attack"": 125, ""defense"": 100, ""special-attack"": 70, ""special-defense"": 80}","Plate PokÃ©mon","Armaldo is a PokÃ©mon species that became extinct in
prehistoric times. This PokÃ©mon is said to have walked
on its hind legs, which would have been more convenient
for life on land."
349,"Feebas","[""water""]",6.00,74.00,"[""adaptability"", ""oblivious"", ""swift-swim""]","[""dragon"", ""water1""]","{""hp"": 20, ""speed"": 80, ""attack"": 15, ""defense"": 20, ""special-attack"": 10, ""special-defense"": 55}","Fish PokÃ©mon","Although unattractive and unpopular, this
PokÃ©monâ€™s marvelous vitality has made it a
subject of research."
350,"Milotic","[""water""]",62.00,1620.00,"[""cute-charm"", ""competitive"", ""marvel-scale""]","[""dragon"", ""water1""]","{""hp"": 95, ""speed"": 81, ""attack"": 60, ""defense"": 79, ""special-attack"": 100, ""special-defense"": 125}","Tender PokÃ©mon","It lives at the bottom of clear lakes. In times of
war, it shows itself, which soothes peopleâ€™s
minds and hearts."
351,"Castform","[""normal""]",3.00,8.00,"[""forecast""]","[""indeterminate"", ""fairy""]","{""hp"": 70, ""speed"": 70, ""attack"": 70, ""defense"": 70, ""special-attack"": 70, ""special-defense"": 70}","Weather PokÃ©mon","Its form changes on its own, due to its cellsâ€™
sensitive reactions to temperature and humidity."
352,"Kecleon","[""normal""]",10.00,220.00,"[""protean"", ""color-change""]","[""ground""]","{""hp"": 60, ""speed"": 40, ""attack"": 90, ""defense"": 70, ""special-attack"": 60, ""special-defense"": 120}","Color Swap PokÃ©mon","Kecleon alters its body coloration to blend in with its
surroundings, allowing it to sneak up on its prey unnoticed.
Then it lashes out with its long, stretchy tongue to instantly
ensnare the unsuspecting target."
353,"Shuppet","[""ghost""]",6.00,23.00,"[""cursed-body"", ""frisk"", ""insomnia""]","[""indeterminate""]","{""hp"": 44, ""speed"": 45, ""attack"": 75, ""defense"": 35, ""special-attack"": 63, ""special-defense"": 33}","Puppet PokÃ©mon","Shuppet grows by feeding on dark emotions, such as
vengefulness and envy, in the hearts of people. It roams
through cities in search of grudges that taint people."
354,"Banette","[""ghost""]",11.00,125.00,"[""cursed-body"", ""frisk"", ""insomnia""]","[""indeterminate""]","{""hp"": 64, ""speed"": 65, ""attack"": 115, ""defense"": 65, ""special-attack"": 83, ""special-defense"": 63}","Marionette PokÃ©mon","A cursed energy permeated the stuffing of a discarded and
forgotten plush doll, giving it new life as Banette.
The PokÃ©monâ€™s energy would escape if it were to ever open
its mouth."
355,"Duskull","[""ghost""]",8.00,150.00,"[""frisk"", ""levitate""]","[""indeterminate""]","{""hp"": 20, ""speed"": 25, ""attack"": 40, ""defense"": 90, ""special-attack"": 30, ""special-defense"": 90}","Requiem PokÃ©mon","Duskull wanders lost among the deep darkness of midnight.
There is an oft-told admonishment given to misbehaving
children that this PokÃ©mon will spirit away bad children who
earn scoldings from their mothers."
356,"Dusclops","[""ghost""]",16.00,306.00,"[""frisk"", ""pressure""]","[""indeterminate""]","{""hp"": 40, ""speed"": 25, ""attack"": 70, ""defense"": 130, ""special-attack"": 60, ""special-defense"": 130}","Beckon PokÃ©mon","Dusclops absorbs anything, however large the object may be.
This PokÃ©mon hypnotizes its foe by waving its hands in a
macabre manner and by bringing its single eye to bear.
The hypnotized foe is made to do Dusclopsâ€™s bidding."
357,"Tropius","[""flying"", ""grass""]",20.00,1000.00,"[""harvest"", ""solar-power"", ""chlorophyll""]","[""plant"", ""monster""]","{""hp"": 99, ""speed"": 51, ""attack"": 68, ""defense"": 83, ""special-attack"": 72, ""special-defense"": 87}","Fruit PokÃ©mon","Children of the southern tropics eat as snacks the fruit that
grows in bunches around the neck of Tropius. This PokÃ©mon
flies by flapping the leaves on its back as if they were wings."
358,"Chimecho","[""psychic""]",6.00,10.00,"[""levitate""]","[""indeterminate""]","{""hp"": 75, ""speed"": 65, ""attack"": 50, ""defense"": 80, ""special-attack"": 95, ""special-defense"": 90}","Wind Chime PokÃ©mon","In high winds, Chimecho cries as it hangs from a tree branch or
the eaves of a building using a suction cup on its head. This
PokÃ©mon plucks berries with its long tail and eats them."
359,"Absol","[""dark""]",12.00,470.00,"[""justified"", ""super-luck"", ""pressure""]","[""ground""]","{""hp"": 65, ""speed"": 75, ""attack"": 130, ""defense"": 60, ""special-attack"": 75, ""special-defense"": 60}","Disaster PokÃ©mon","Although itâ€™s said to bring disaster, in actuality,
this PokÃ©mon possesses a calm disposition and
warns people of any crises that loom."
360,"Wynaut","[""psychic""]",6.00,140.00,"[""telepathy"", ""shadow-tag""]","[""no-eggs""]","{""hp"": 95, ""speed"": 23, ""attack"": 23, ""defense"": 48, ""special-attack"": 23, ""special-defense"": 48}","Bright PokÃ©mon","Wynaut gather on moonlit nights to play by squeezing up
against each other. By being squeezed, this PokÃ©mon gains
endurance and is trained to dole out powerful counterattacks."
361,"Snorunt","[""ice""]",7.00,168.00,"[""moody"", ""ice-body"", ""inner-focus""]","[""mineral"", ""fairy""]","{""hp"": 50, ""speed"": 50, ""attack"": 50, ""defense"": 50, ""special-attack"": 50, ""special-defense"": 50}","Snow Hat PokÃ©mon","It can only survive in cold areas. It bounces
happily around, even in environments as cold as
-150 degrees Fahrenheit."
362,"Glalie","[""ice""]",15.00,2565.00,"[""moody"", ""ice-body"", ""inner-focus""]","[""mineral"", ""fairy""]","{""hp"": 80, ""speed"": 80, ""attack"": 80, ""defense"": 80, ""special-attack"": 80, ""special-defense"": 80}","Face PokÃ©mon","Its prey is instantaneously frozen stiff by the
cold air it exhales from its huge mouth. While
theyâ€™re in that frozen state, it gobbles them up."
363,"Spheal","[""water"", ""ice""]",8.00,395.00,"[""oblivious"", ""ice-body"", ""thick-fat""]","[""ground"", ""water1""]","{""hp"": 70, ""speed"": 25, ""attack"": 40, ""defense"": 50, ""special-attack"": 55, ""special-defense"": 50}","Clap PokÃ©mon","Spheal always travels by rolling around on its ball-like body.
When the season for ice floes arrives, this PokÃ©mon can be
seen rolling about on ice and crossing the sea."
364,"Sealeo","[""water"", ""ice""]",11.00,876.00,"[""oblivious"", ""ice-body"", ""thick-fat""]","[""ground"", ""water1""]","{""hp"": 90, ""speed"": 45, ""attack"": 60, ""defense"": 70, ""special-attack"": 75, ""special-defense"": 70}","Ball Roll PokÃ©mon","Sealeo often balances and rolls things on the tip of its
nose. While the PokÃ©mon is rolling something, it checks
the objectâ€™s aroma and texture to determine whether it likes
the object or not."
365,"Walrein","[""water"", ""ice""]",14.00,1506.00,"[""oblivious"", ""ice-body"", ""thick-fat""]","[""ground"", ""water1""]","{""hp"": 110, ""speed"": 65, ""attack"": 80, ""defense"": 90, ""special-attack"": 95, ""special-defense"": 90}","Ice Break PokÃ©mon","Walrein swims all over in frigid seawater while crushing
icebergs with its grand, imposing tusks. Its thick layer of
blubber makes enemy attacks bounce off harmlessly."
366,"Clamperl","[""water""]",4.00,525.00,"[""rattled"", ""shell-armor""]","[""water1""]","{""hp"": 35, ""speed"": 32, ""attack"": 64, ""defense"": 85, ""special-attack"": 74, ""special-defense"": 55}","Bivalve PokÃ©mon","Clamperl grows while being protected by its rock-hard shell.
When its body becomes too large to fit inside the shell, it is
sure evidence that this PokÃ©mon is getting close to evolution."
367,"Huntail","[""water""]",17.00,270.00,"[""water-veil"", ""swift-swim""]","[""water1""]","{""hp"": 55, ""speed"": 52, ""attack"": 104, ""defense"": 105, ""special-attack"": 94, ""special-defense"": 75}","Deep Sea PokÃ©mon","Huntailâ€™s tail is shaped like a fish. It uses the tail to attract
prey, then swallows the prey whole with its large, gaping
mouth. This PokÃ©mon swims by wiggling its slender body
like a snake."
368,"Gorebyss","[""water""]",18.00,226.00,"[""hydration"", ""swift-swim""]","[""water1""]","{""hp"": 55, ""speed"": 52, ""attack"": 84, ""defense"": 105, ""special-attack"": 114, ""special-defense"": 75}","South Sea PokÃ©mon","Although Gorebyss is the very picture of elegance and beauty
while swimming, it is also cruel. When it spots prey, this
PokÃ©mon inserts its thin mouth into the preyâ€™s body and drains
the prey of its body fluids."
369,"Relicanth","[""rock"", ""water""]",10.00,234.00,"[""sturdy"", ""rock-head"", ""swift-swim""]","[""water2"", ""water1""]","{""hp"": 100, ""speed"": 55, ""attack"": 90, ""defense"": 130, ""special-attack"": 45, ""special-defense"": 65}","Longevity PokÃ©mon","It was fortuitously discovered during a deep sea
expedition. Its teeth have atrophied, so it now
survives on microscopic organisms it sucks up."
370,"Luvdisc","[""water""]",6.00,87.00,"[""hydration"", ""swift-swim""]","[""water2""]","{""hp"": 43, ""speed"": 97, ""attack"": 30, ""defense"": 55, ""special-attack"": 40, ""special-defense"": 65}","Rendezvous PokÃ©mon","Loving couples have a soft spot for this
PokÃ©mon, so honeymoon hotels often release
this PokÃ©mon into their pools."
371,"Bagon","[""dragon""]",6.00,421.00,"[""sheer-force"", ""rock-head""]","[""dragon""]","{""hp"": 45, ""speed"": 50, ""attack"": 75, ""defense"": 60, ""special-attack"": 40, ""special-defense"": 30}","Rock Head PokÃ©mon","With its steel-hard stone head, it headbutts
indiscriminately. This is because of the stress
it feels at being unable to fly."
372,"Shelgon","[""dragon""]",11.00,1105.00,"[""overcoat"", ""rock-head""]","[""dragon""]","{""hp"": 65, ""speed"": 50, ""attack"": 95, ""defense"": 100, ""special-attack"": 60, ""special-defense"": 50}","Endurance PokÃ©mon","They lurk deep within cavesâ€”motionless,
neither eating nor drinking. Why they donâ€™t die is
not known."
373,"Salamence","[""flying"", ""dragon""]",15.00,1026.00,"[""moxie"", ""intimidate""]","[""dragon""]","{""hp"": 95, ""speed"": 100, ""attack"": 135, ""defense"": 80, ""special-attack"": 110, ""special-defense"": 80}","Dragon PokÃ©mon","It flies around on its wings, which have grown in
at last. In its happiness, it gushes hot flames,
burning up the fields it passes over."
374,"Beldum","[""psychic"", ""steel""]",6.00,952.00,"[""light-metal"", ""clear-body""]","[""mineral""]","{""hp"": 40, ""speed"": 30, ""attack"": 55, ""defense"": 80, ""special-attack"": 35, ""special-defense"": 60}","Iron Ball PokÃ©mon","With magnetic traction, it pulls its opponents in
close. When theyâ€™re in range, it slashes them
with its rear claws."
375,"Metang","[""psychic"", ""steel""]",12.00,2025.00,"[""light-metal"", ""clear-body""]","[""mineral""]","{""hp"": 60, ""speed"": 50, ""attack"": 75, ""defense"": 100, ""special-attack"": 55, ""special-defense"": 80}","Iron Claw PokÃ©mon","It adores magnetic minerals, so it pursues
Nosepass at speeds exceeding 60 mph."
376,"Metagross","[""psychic"", ""steel""]",16.00,5500.00,"[""light-metal"", ""clear-body""]","[""mineral""]","{""hp"": 80, ""speed"": 70, ""attack"": 135, ""defense"": 130, ""special-attack"": 95, ""special-defense"": 90}","Iron Leg PokÃ©mon","A linkage of two Metang, this PokÃ©mon can
perform any calculation in a flash by utilizing
parallel processing in its four brains."
377,"Regirock","[""rock""]",17.00,2300.00,"[""sturdy"", ""clear-body""]","[""no-eggs""]","{""hp"": 80, ""speed"": 50, ""attack"": 100, ""defense"": 200, ""special-attack"": 50, ""special-defense"": 100}","Rock Peak PokÃ©mon","Regirockâ€™s body is composed entirely of rocks. Recently,
a study made the startling discovery that the rocks were all
unearthed from different locations."
378,"Regice","[""ice""]",18.00,1750.00,"[""ice-body"", ""clear-body""]","[""no-eggs""]","{""hp"": 80, ""speed"": 50, ""attack"": 50, ""defense"": 100, ""special-attack"": 100, ""special-defense"": 200}","Iceberg PokÃ©mon","Regice cloaks itself with frigid air of -328 degrees Fahrenheit.
Things will freeze solid just by going near this PokÃ©mon.
Its icy body is so cold, it will not melt even if it is immersed
in magma."
379,"Registeel","[""steel""]",19.00,2050.00,"[""light-metal"", ""clear-body""]","[""no-eggs""]","{""hp"": 80, ""speed"": 50, ""attack"": 75, ""defense"": 150, ""special-attack"": 75, ""special-defense"": 150}","Iron PokÃ©mon","Registeel was imprisoned by people in ancient times.
The metal composing its body is thought to be a curious
substance that is not of this earth."
